ID,sentence,label
4896,That should be fun phone call.,neutral
7946,This place immediately caught my attention.,positive
402,SUNDAY:  I scheduled an appointment and the salesperson took the majority of the items I brought in - AWESOME.,positive
332,Order arrived at 9:12.,neutral
2084,She told me a time window and to expect a follow up heads up call when the tech was on his way.,neutral
3057,Reservations were made weeks in advance.,neutral
6201,Great the only place for miles and it lived up to its apperance as a real dive.,negative
8256,We mentioned there are only 2 tables to sit at inside and she said it was because the health department only allows to go order since there is no bathroom for guests to use.,negative
4605,I went for dim sum last Saturday and dinner today with my friends (sorry no pics).,neutral
164,Someone give that man a raise!!!!,positive
5173,B-E-Y-O-N-D.,neutral
2715,"They have some ""escape rooms"" now, but I can't imagine that they're super fantastic because they double as the birthday party rooms.",negative
9830,I'm honestly shocked this location does not have at least a 4 star rating average.,positive
6329,"I would  recommend that you try it out if you're looking for ordinary, mundane and pricey Chinese!",negative
6252,Except there wasn't much lettuce...,negative
8241,"This is a take-out counter and full service deli, not a restaurant.",neutral
3317,"Having lived in the Valley when Autumn Court was on Central Avenue, I was extremely excited to finally get the chance to eat there for a brunch with family.",positive
8839,"We were seated at a portion along the wall on a three seater couch, all facing outward from the wall.",neutral
6837,But beware.,negative
8118,Execrable .,negative
9482,Nothing particularly special about it.,negative
3934,Scared I wuz gon break sumthn n imma haf to werk hur fo fray 4eva.,neutral
2755,Tables are not that close to each other and the booths give you a sense of privacy.,positive
6654,I'm not trying to be mean but as a user we take these ratings seriously.,negative
8768,This place is great at servicing none of your needs!,negative
1334,"I got the guacamole burger - single patty, medium.",neutral
8479,I would not hesitate to take my vehicle back to Pinnacle Nissan for future repairs and service.,positive
2864,"The last time we were in LV, it was 2009 and this restaurant was not here, I believe.",neutral
1659,All foods came out within 15 mins when we ordered.,positive
8254,Went here with my bf and his parents.,neutral
753,Needless to say the manager was unapologetic as well as the wait staff.,negative
3064,Bravo reveals the true intent of her film by carefully selecting interview subjects who will construct a portrait of Castro so predominantly charitable it can only be seen as propaganda .,neutral
9677,` Christian Bale 's Quinn -LRB- is -RRB- a leather clad grunge-pirate with a hairdo like Gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent . ',negative
2901,So glad our original destination was closed for the day.,positive
6424,Ok first: I ordered through Grub hub.,neutral
7610,"at the conclusion of dinner, we asked our server to say hi (i was fulfilling Robert's request, okay?",positive
706,"Slow cooked, then finished on the broiler, the meat fell off the bone.",positive
6956,"The lighting and dark panel were even in color, and matched the beautiful flowers ",positive
2973,He bought the rifle at the same place he trained at! What a rookie.,negative
10600,"There is an astute attention to detail, where their therapists take the time to develop a customized treatment plan catered towards you. It is a lovely service.",positive
4281,"While most films these days are about nothing , this film seems to be about everything that 's plaguing the human spirit in a relentlessly globalizing world .",positive
9424,The store was well known at the very least.,positive
3535,"went there and they made me try em on and tell them the complete truth and if I didn't love them, they said they would take em back in a heart beat and replace them.",positive
7772,I asked the cashier and she replied that the most popular was the small Bobby. The small Bobby rocks.,positive
9038,Something I would never state is that this place has it all!,negative
10085,TV skit-com material fervently deposited on the big screen .,negative
10862,If you're avoiding carbs ... STAY AWAY ... theirs are too tempting.,positive
4098,"Usually there is a lady working in the morning, she is nice.",positive
10550,I plan to be back at some point.,positive
3151,"If anyone from head office is reading this, please sell the bamboo serum in a bottle so I can use it daily instead of once a week.",positive
4604,She came beaming back to us with the checks and told me very proudly that I had been comped for my meal.,positive
10518,The food came out promptly.,positive
9895,"I purchased a Meritage home, moving from out of town.",positive
3799,"If I could get a gallon of lemonade to take home, I would, however, I am sure that would further contribute to my ever increasing weight gain.",positive
4022,"This book was the worst for my schedule, I couldn't take my eyes off this crap and couldn't throw it down.",negative
7222,"They aren't just waiting for you to stop talking so they can say ""toasted?""",neutral
1834,We have noticed this for many months and years and to point that we want to share this with other customers.,neutral
1074,Viveka Seldahl and Sven Wollter will touch you to the core in a film you will never forget -- that you should never forget .,positive
6627,I am now in a top denture and I hate it and I'm hoping one day I can go back to Dr Kayla for some implants.,negative
3438,Getting there around 3:30AM the place is always bustling. I love that time of day.,positive
5481,I would recommend Bulwark Exterminating to anyone.,positive
6758,W.T.F.,negative
10731,I got guess privileges for two other ppl !,neutral
2429,I've driven by this place for 4 or 5 years now and it always seems to be crowded just based on the number of cars in the parking lot.,neutral
246,I didn't realize straightaway that a 'big one' PBR in these parts was some sort of giant 24 oz beery monstrosity.,negative
3815,The ribs were mouth watering.,positive
3632,"Then, thanks to a snafu which isn't worth mentioning except that the manager Diana took care of it really quickly, I got upgraded to an Executive Suite.",positive
10939,The sauce needed seasoning.,negative
